"","conflict_id","year","incompatibility","intensity_level","peripheral","duration","country","duration2","ep_end","Tonnage_mt_Combined","Tonnage_mt_emergency","Tonnage_mt_development","Value_Combined","Value_emergency","Value_development","commodities_Combined","commodities_emergency","commodities_development","partners_Combined","partners_emergency","partners_development","Value","Tonnage_mt","binary_emergency","n","frac_emergency","sum_tonnage_emergency","instrument_emergency","Value_t1","Tonnage_mt_t1","t1_commodities","sum_tonnage_t1","wheat_binary","n_partners_emergency","n_partners_development","inflation_adjustment","bd_best","lagged_deaths","population","gdp_pc","current_polity","democracy","lootable","Diamonds","Drugs","guarantee","rugged_terrain","forest_cover"
"256",269,1998,2,1,0,2,"Nepal",3,0,NA,1,0,NA,990172.590153878,0,NA,"wsb",NA,NA,"WFP/PRO",NA,990172.590153878,1,1,29,0.482758620689655,901.75,435.327586206897,0,0,NA,1015.77,0,1,0,1.54040539849701,250,40,16.9535182646013,210.6114878,5,FALSE,1,1,0,FALSE,563.652587890625,69.7629928588867
"257",269,1999,2,1,0,3,"Nepal",4,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,29,0.482758620689655,669.386,323.151862068965,0,0,NA,1908.5,0,0,0,1.50734717358679,156,250,16.9729348892518,214.106767,6,TRUE,1,1,0,FALSE,563.652587890625,69.7629928588867
"258",269,2000,2,1,0,4,"Nepal",5,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,29,0.482758620689655,901.63,435.269655172414,0,0,NA,354.595,0,0,0,1.45825243188308,268,156,16.991107622934,229.4902871,6,TRUE,1,1,0,FALSE,563.652587890625,69.7629928588867
"259",269,2001,2,1,0,5,"Nepal",6,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,29,0.482758620689655,646.64,312.171034482759,0,0,NA,646,0,0,0,1.41830407154625,429,268,17.007923550327,246.725629,6,TRUE,1,1,0,FALSE,563.652587890625,69.7629928588867
"260",269,2002,2,2,0,6,"Nepal",7,0,NA,5.27,0,NA,3283737.24119718,0,NA,"lentils, vegetable oil, rice",NA,NA,"WFP/PRRO ",NA,3283737.24119718,5.27,1,29,0.482758620689655,895.42,432.271724137931,0,0,NA,445.67,0,1,0,1.39602807635285,3946,429,17.0233507941,244.7208237,-6,FALSE,1,1,0,FALSE,563.652587890625,69.7629928588867
"261",269,2003,2,2,0,7,"Nepal",8,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,29,0.482758620689655,1910.9,922.503448275862,0,0,NA,573.47,0,0,0,1.36466802536232,1341,3946,17.0376160418646,252.4024323,-6,FALSE,1,1,0,FALSE,563.652587890625,69.7629928588867
"262",269,2004,2,2,0,8,"Nepal",9,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,29,0.482758620689655,1666.82,804.671724137931,0,0,NA,229.3,0,0,0,1.32921037540253,1880,1341,17.051021016941,286.1575938,-6,FALSE,1,1,0,FALSE,563.652587890625,69.7629928588867
"263",269,2005,2,2,0,9,"Nepal",10,0,NA,1.62,0,NA,1241435.10148515,0,NA,"lentils, rice, veg. oil",NA,NA,"WFP/PRRO",NA,1241435.10148515,1.62,1,29,0.482758620689655,1811.27,874.406206896552,0,0,NA,65.186,0,1,0,1.28592821782178,1104,1880,17.0637315700269,315.80563,-6,FALSE,1,1,0,FALSE,563.652587890625,69.7629928588867
"264",269,2006,2,1,0,10,"Nepal",11,1,NA,1.28,0,NA,1510517.7316327,0,NA,"veg. oil, wheat",NA,NA,"WFP/PRRO",NA,1510517.7316327,1.28,1,29,0.482758620689655,1426.2,688.510344827586,0,0,NA,212.35,1,1,0,1.24578781990325,457,1104,17.0761689270771,346.9452514,6,TRUE,1,1,0,FALSE,563.652587890625,69.7629928588867
"265",271,1991,1,2,1,18,"Iraq",19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,29,0.206896551724138,NA,NA,0,0,NA,1581,0,0,0,1.84405569155447,298,0,16.6997222146699,10326.92166,-9,FALSE,0,0,0,FALSE,43.9319190979004,175.627548217773
"266",271,1991,1,2,1,18,"Iraq",19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,29,0.206896551724138,NA,NA,0,0,NA,1581,0,0,0,1.84405569155447,949,298,16.6997222146699,10326.92166,-9,FALSE,0,0,0,FALSE,43.9319190979004,175.627548217773
"267",271,1992,1,1,1,19,"Iraq",20,1,28060,NA,NA,21051505.6124607,NA,NA,"rice, wheat flour, peas, vegetable oil",NA,NA,"",NA,NA,21051505.6124607,28.06,NA,29,0.206896551724138,NA,NA,0,0,NA,1740.15,1,0,0,1.78962226049771,26,949,16.7280097984978,10326.92166,-9,FALSE,0,0,0,FALSE,43.9319190979004,175.627548217773
"268",271,1995,1,1,1,0,"Iraq",1,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,29,0.206896551724138,1075.435,222.503793103448,0,0,NA,500.7,0,0,0,1.64781089357979,262,26,16.8186819922193,10326.92166,-9,FALSE,0,0,0,FALSE,43.9319190979004,175.627548217773
"269",271,1996,1,1,1,1,"Iraq",2,1,NA,16.6,0,NA,11545454.2847049,0,NA,"wheat,lentiis,vo,wsb",NA,NA,"WFP/IEFR",NA,11545454.2847049,16.6,1,29,0.206896551724138,824.79,170.646206896552,0,0,NA,469.945,1,1,0,1.60080061626733,356,262,16.8496494152812,10326.92166,-9,FALSE,0,0,0,FALSE,43.9319190979004,175.627548217773
"270",275,1991,1,2,1,27,"Ethiopia",28,1,227455,NA,NA,216123327.050184,NA,NA,"food",NA,NA,"PVO and WFP",NA,NA,216123327.050184,227.455,NA,29,0.862068965517241,NA,NA,0,0,NA,1581,0,0,0,1.84405569155447,6907,0,17.719702359403,271.3944118,0,FALSE,1,0,1,FALSE,121.077484130859,92.901969909668
"271",277,1992,2,1,0,0,"Venezuela",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,0,16.8387452976482,2938.161769,8,TRUE,1,1,0,FALSE,60.265209197998,66.8534927368164
"272",283,1996,2,2,0,0,"Congo - Kinshasa",1,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,29,0.586206896551724,824.79,483.497586206896,0,0,NA,469.945,0,0,0,1.60080061626733,1304,0,17.5710491658965,134.9819243,0,FALSE,1,1,0,FALSE,33.9177093505859,64.0927658081055
"273",283,1997,2,2,0,1,"Congo - Kinshasa",2,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,29,0.586206896551724,781.36,458.038620689655,0,0,NA,732.08,0,0,0,1.56423558116597,4457,1304,17.5957647308316,138.9740464,0,FALSE,1,1,0,FALSE,33.9177093505859,64.0927658081055
"274",283,1998,2,2,0,2,"Congo - Kinshasa",3,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,29,0.586206896551724,901.75,528.612068965517,0,0,NA,1015.77,0,0,0,1.54040539849701,374,4457,17.6188334106829,138.5863064,0,FALSE,1,1,0,FALSE,33.9177093505859,64.0927658081055
"275",283,1998,2,2,0,2,"Congo - Kinshasa",3,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,29,0.586206896551724,901.75,528.612068965517,0,0,NA,1015.77,0,0,0,1.54040539849701,2894,374,17.6188334106829,138.5863064,0,FALSE,1,1,0,FALSE,33.9177093505859,64.0927658081055
"276",283,1999,2,2,0,3,"Congo - Kinshasa",4,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,29,0.586206896551724,669.386,392.398689655172,0,0,NA,1908.5,0,0,0,1.50734717358679,1807,2894,17.6424028822397,102.5979776,0,FALSE,1,1,0,FALSE,33.9177093505859,64.0927658081055
"277",283,1999,2,2,0,3,"Congo - Kinshasa",4,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,29,0.586206896551724,669.386,392.398689655172,0,0,NA,1908.5,0,0,0,1.50734717358679,1146,1807,17.6424028822397,102.5979776,0,FALSE,1,1,0,FALSE,33.9177093505859,64.0927658081055
"278",283,2000,2,2,0,4,"Congo - Kinshasa",5,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,29,0.586206896551724,901.63,528.541724137931,0,0,NA,354.595,0,0,0,1.45825243188308,389,1146,17.6679072456047,405.216253,0,FALSE,1,1,0,FALSE,33.9177093505859,64.0927658081055
"279",283,2000,2,2,0,4,"Congo - Kinshasa",5,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,29,0.586206896551724,901.63,528.541724137931,0,0,NA,354.595,0,0,0,1.45825243188308,905,389,17.6679072456047,405.216253,0,FALSE,1,1,0,FALSE,33.9177093505859,64.0927658081055
"280",283,2001,2,1,0,5,"Congo - Kinshasa",6,1,NA,17.77,0,NA,20202748.6863262,0,NA,"beans, corn, veg. oil ,csb, peas, cornmeal",NA,NA,"ICRC ,WFP/PRRO",NA,20202748.6863262,17.77,1,29,0.586206896551724,646.64,379.064827586207,0,0,NA,646,0,2,0,1.41830407154625,454,905,17.6955999705665,153.5910092,0,FALSE,1,1,0,FALSE,33.9177093505859,64.0927658081055
"281",283,2005,2,1,0,0,"Congo - Kinshasa",1,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,29,0.586206896551724,1811.27,1061.77896551724,0,0,NA,65.186,0,0,0,1.28592821782178,34,454,17.8189434742996,218.3861908,4,FALSE,1,1,0,FALSE,33.9177093505859,64.0927658081055
"282",283,2006,2,1,0,1,"Congo - Kinshasa",2,0,NA,43.88,0,NA,48747552.8140323,0,NA,"cornmeal, green peas,
veg. oil,corn, cornmeal, corn-soy
blend, green peas, veg.
oil, yellow peas",NA,NA,"FHI,WFP/PRRO",NA,48747552.8140323,43.88,1,29,0.586206896551724,1426.2,836.048275862069,0,0,NA,212.35,0,2,0,1.24578781990325,182,34,17.8511314289976,255.4330838,5,FALSE,1,1,0,FALSE,33.9177093505859,64.0927658081055
"283",283,2007,2,1,0,2,"Congo - Kinshasa",3,0,NA,33.82,0,NA,45822269.9100127,0,NA,"corn soy blend, cornmeal,
green peas, veg. oil,corn soy blend, cornmeal,
lentils, veg. oil, yellow
peas, yellow split peas",NA,NA,"FHI,WFP",NA,45822269.9100127,33.82,1,29,0.586206896551724,1357.239,795.622862068965,0,0,NA,23.21,0,2,0,1.21102474549159,516,182,17.8837452550178,286.3304921,5,FALSE,1,1,0,FALSE,33.9177093505859,64.0927658081055
"284",283,2008,2,1,0,3,"Congo - Kinshasa",4,1,NA,42.94,11.74,NA,82835459.6104374,11420721.4665138,NA,",cornmeal, corn soy
blend, green peas,
green split peas, pinto
beans,  vegetable oil,
yellow split peas","cornmeal, hard
red winter
wheat (bulk),
vegetable oil,cornmeal, hard
red winter
wheat (bulk),
vegetable oil,cornmeal, hard
red winter
wheat, vegetable
oil",NA,"FHI,WFP","ADRA,FHI,MCI",94256181.0769513,54.68,1,29,0.586206896551724,1964.83,1151.79689655172,0,0,NA,10.48,1,2,3,1.1665224573576,486,516,17.9166849934124,327.5637218,5,FALSE,1,1,0,FALSE,33.9177093505859,64.0927658081055
"285",283,2011,2,1,0,0,"Congo - Kinshasa",1,0,NA,24.01,36.75,NA,41736432.7300158,33339713.0000785,NA,"cornmeal, vegetable
oil, yellow split peas,cornmeal, corn soy
blend, vegetable oil,
yellow split peas","cornmeal, corn soy blend, hard red winter wheat, green split peas, vegetable oil,cornmeal, green split peas, hard red winter wheat, vegetable oil,cornmeal, hard red winter wheat, vegetable oil, yellow split peas",NA,"WFP
EMOP,WFP
PRRO","ADRA,FHI,MCI",75076145.7300943,60.76,1,29,0.586206896551724,1033.35,605.756896551724,0,0,NA,50,1,2,3,1.11637723428314,41,486,18.0165420507669,387.0824654,5,FALSE,1,1,0,FALSE,33.9177093505859,64.0927658081055
"286",283,2012,2,1,0,1,"Congo - Kinshasa",2,0,NA,16.99,51.64,NA,32304915.0614167,42445507.6519955,NA,",cornmeal, corn-soy
blend, vegetable oil,
yellow split peas,cornmeal, corn-soy
blend, vegetable oil,
yellow split peas","cornmeal, corn-soy blend, hard red winter wheat, vegetable oil,cornmeal, green split peas, hard red winter wheat, vegetable oil,cornmeal, corn-soy blend, hard red winter wheat, vegetable oil, yellow split peas",NA,"WFP
EMOP,WFP
EMOP,WFP
PRRO","ADRA,FHI, MCI",74750422.7134122,68.63,1,29,0.586206896551724,988.337,579.369965517241,0,0,NA,0,1,3,3,1.09370268886071,43,41,18.0499176985254,424.6003861,5,FALSE,1,1,0,FALSE,33.9177093505859,64.0927658081055
"287",283,2012,2,1,0,1,"Congo - Kinshasa",2,0,NA,16.99,51.64,NA,32304915.0614167,42445507.6519955,NA,",cornmeal, corn-soy
blend, vegetable oil,
yellow split peas,cornmeal, corn-soy
blend, vegetable oil,
yellow split peas","cornmeal, corn-soy blend, hard red winter wheat, vegetable oil,cornmeal, green split peas, hard red winter wheat, vegetable oil,cornmeal, corn-soy blend, hard red winter wheat, vegetable oil, yellow split peas",NA,"WFP
EMOP,WFP
EMOP,WFP
PRRO","ADRA,FHI, MCI",74750422.7134122,68.63,1,29,0.586206896551724,988.337,579.369965517241,0,0,NA,0,1,3,3,1.09370268886071,660,43,18.0499176985254,424.6003861,5,FALSE,1,1,0,FALSE,33.9177093505859,64.0927658081055
"288",283,2012,2,1,0,1,"Congo - Kinshasa",2,0,NA,16.99,51.64,NA,32304915.0614167,42445507.6519955,NA,",cornmeal, corn-soy
blend, vegetable oil,
yellow split peas,cornmeal, corn-soy
blend, vegetable oil,
yellow split peas","cornmeal, corn-soy blend, hard red winter wheat, vegetable oil,cornmeal, green split peas, hard red winter wheat, vegetable oil,cornmeal, corn-soy blend, hard red winter wheat, vegetable oil, yellow split peas",NA,"WFP
EMOP,WFP
EMOP,WFP
PRRO","ADRA,FHI, MCI",74750422.7134122,68.63,1,29,0.586206896551724,988.337,579.369965517241,0,0,NA,0,1,3,3,1.09370268886071,33,660,18.0499176985254,424.6003861,5,FALSE,1,1,0,FALSE,33.9177093505859,64.0927658081055
"289",283,2013,2,2,0,2,"Congo - Kinshasa",3,0,NA,29.52,5.4,NA,58068465.3319124,30280070.6039985,NA,"pinto beans, cornmeal,
yellow split peas,corn-soy blend,
vegetable oil, pinto
beans, cornmeal,
yellow split peas","cornmeal, corn-soy blend, hard red winter wheat, vegetable oil,cornmeal, green split peas, hard red winter wheat, vegetable oil,cornmeal, corn-soy blend, hard red winter wheat, vegetable oil, yellow split peas",NA,"WFP
EMOP,WFP
PRRO","ADRA,FHI,MCI",88348535.9359109,34.92,1,29,0.586206896551724,856.87,502.303103448276,0,0,NA,0,1,2,3,1.07790096733193,135,33,18.083231328047,457.9637283,5,FALSE,1,1,0,FALSE,33.9177093505859,64.0927658081055
"290",283,2013,2,2,0,2,"Congo - Kinshasa",3,0,NA,29.52,5.4,NA,58068465.3319124,30280070.6039985,NA,"pinto beans, cornmeal,
yellow split peas,corn-soy blend,
vegetable oil, pinto
beans, cornmeal,
yellow split peas","cornmeal, corn-soy blend, hard red winter wheat, vegetable oil,cornmeal, green split peas, hard red winter wheat, vegetable oil,cornmeal, corn-soy blend, hard red winter wheat, vegetable oil, yellow split peas",NA,"WFP
EMOP,WFP
PRRO","ADRA,FHI,MCI",88348535.9359109,34.92,1,29,0.586206896551724,856.87,502.303103448276,0,0,NA,0,1,2,3,1.07790096733193,1152,135,18.083231328047,457.9637283,5,FALSE,1,1,0,FALSE,33.9177093505859,64.0927658081055
"291",283,2013,2,2,0,2,"Congo - Kinshasa",3,0,NA,29.52,5.4,NA,58068465.3319124,30280070.6039985,NA,"pinto beans, cornmeal,
yellow split peas,corn-soy blend,
vegetable oil, pinto
beans, cornmeal,
yellow split peas","cornmeal, corn-soy blend, hard red winter wheat, vegetable oil,cornmeal, green split peas, hard red winter wheat, vegetable oil,cornmeal, corn-soy blend, hard red winter wheat, vegetable oil, yellow split peas",NA,"WFP
EMOP,WFP
PRRO","ADRA,FHI,MCI",88348535.9359109,34.92,1,29,0.586206896551724,856.87,502.303103448276,0,0,NA,0,1,2,3,1.07790096733193,92,1152,18.083231328047,457.9637283,5,FALSE,1,1,0,FALSE,33.9177093505859,64.0927658081055
"292",283,2014,2,1,0,3,"Congo - Kinshasa",4,1,NA,31.07,7.37,NA,64629635.3645382,30824761.5039886,NA,"corn-soy blend,
corn meal,
vegetable oil,
yellow split peas,
ready-to-use
supplementary
food,ready-to-use
therapeutic food","corn-soy blend, corn meal, vegetable oil, green split peas,corn meal, vegetable oil, yellow split peas,corn meal, corn-soy blend, vegetable oil, yellow split peas",NA,"WFP
PRRO,UNICEF","ADRA,FHI,MCI",95454396.8685268,38.44,1,29,0.586206896551724,821.2529,481.424113793103,0,0,NA,0,0,2,3,1.06076470298319,29,92,18.1164280946976,486.7870819,5,FALSE,1,1,0,FALSE,33.9177093505859,64.0927658081055
"293",283,2014,2,1,0,3,"Congo - Kinshasa",4,1,NA,31.07,7.37,NA,64629635.3645382,30824761.5039886,NA,"corn-soy blend,
corn meal,
vegetable oil,
yellow split peas,
ready-to-use
supplementary
food,ready-to-use
therapeutic food","corn-soy blend, corn meal, vegetable oil, green split peas,corn meal, vegetable oil, yellow split peas,corn meal, corn-soy blend, vegetable oil, yellow split peas",NA,"WFP
PRRO,UNICEF","ADRA,FHI,MCI",95454396.8685268,38.44,1,29,0.586206896551724,821.2529,481.424113793103,0,0,NA,0,0,2,3,1.06076470298319,57,29,18.1164280946976,486.7870819,5,FALSE,1,1,0,FALSE,33.9177093505859,64.0927658081055
"294",283,2016,2,1,0,0,"Congo - Kinshasa",1,0,NA,14.44,-0.13,NA,37317897.2489857,24288145.4146695,NA,"na,na","na,na,na,na",NA,"UNICEF,WFP","ADRA,FHI,MC,CRS",61606042.6636552,14.31,1,29,0.586206896551724,1388.714,814.073724137931,0,0,NA,0,0,2,4,1.04622187346466,477,57,18.1822855630742,471.3188404,-3,FALSE,1,1,0,FALSE,33.9177093505859,64.0927658081055
"295",283,2017,2,2,0,1,"Congo - Kinshasa",2,0,NA,15.59,0.47,NA,29769544.1004443,45229089.7977733,NA,"na,na","na,na,na",NA,"UNICEF,WFP","CRS19,FHI20,MC21",74998633.8982176,16.06,1,29,0.586206896551724,1129.763,662.274862068965,0,0,NA,0,0,2,3,1.02438761536819,242,477,18.2148706465823,467.0742375,-3,FALSE,1,1,0,FALSE,33.9177093505859,64.0927658081055
"296",283,2017,2,2,0,1,"Congo - Kinshasa",2,0,NA,15.59,0.47,NA,29769544.1004443,45229089.7977733,NA,"na,na","na,na,na",NA,"UNICEF,WFP","CRS19,FHI20,MC21",74998633.8982176,16.06,1,29,0.586206896551724,1129.763,662.274862068965,0,0,NA,0,0,2,3,1.02438761536819,28,242,18.2148706465823,467.0742375,-3,FALSE,1,1,0,FALSE,33.9177093505859,64.0927658081055
"297",283,2017,2,2,0,1,"Congo - Kinshasa",2,0,NA,15.59,0.47,NA,29769544.1004443,45229089.7977733,NA,"na,na","na,na,na",NA,"UNICEF,WFP","CRS19,FHI20,MC21",74998633.8982176,16.06,1,29,0.586206896551724,1129.763,662.274862068965,0,0,NA,0,0,2,3,1.02438761536819,2966,28,18.2148706465823,467.0742375,-3,FALSE,1,1,0,FALSE,33.9177093505859,64.0927658081055
"298",283,2017,2,2,0,1,"Congo - Kinshasa",2,0,NA,15.59,0.47,NA,29769544.1004443,45229089.7977733,NA,"na,na","na,na,na",NA,"UNICEF,WFP","CRS19,FHI20,MC21",74998633.8982176,16.06,1,29,0.586206896551724,1129.763,662.274862068965,0,0,NA,0,0,2,3,1.02438761536819,73,2966,18.2148706465823,467.0742375,-3,FALSE,1,1,0,FALSE,33.9177093505859,64.0927658081055
"299",283,2018,2,1,0,2,"Congo - Kinshasa",3,0,NA,32.805,8.56,NA,73208742,37659835,NA,"na,na","na,na,na",NA,"UNICEF,WFP","CRS,Food for the
Hungry,Mercy Corps",110868577,41.365,1,29,0.586206896551724,1209.882,709.241172413793,0,0,NA,0,0,2,3,1,291,73,18.2471376355859,557.0644183,-3,FALSE,1,1,0,FALSE,33.9177093505859,64.0927658081055
"300",283,2018,2,1,0,2,"Congo - Kinshasa",3,0,NA,32.805,8.56,NA,73208742,37659835,NA,"na,na","na,na,na",NA,"UNICEF,WFP","CRS,Food for the
Hungry,Mercy Corps",110868577,41.365,1,29,0.586206896551724,1209.882,709.241172413793,0,0,NA,0,0,2,3,1,56,291,18.2471376355859,557.0644183,-3,FALSE,1,1,0,FALSE,33.9177093505859,64.0927658081055
"301",283,2018,2,1,0,2,"Congo - Kinshasa",3,0,NA,32.805,8.56,NA,73208742,37659835,NA,"na,na","na,na,na",NA,"UNICEF,WFP","CRS,Food for the
Hungry,Mercy Corps",110868577,41.365,1,29,0.586206896551724,1209.882,709.241172413793,0,0,NA,0,0,2,3,1,41,56,18.2471376355859,557.0644183,-3,FALSE,1,1,0,FALSE,33.9177093505859,64.0927658081055
"302",283,2018,2,1,0,2,"Congo - Kinshasa",3,0,NA,32.805,8.56,NA,73208742,37659835,NA,"na,na","na,na,na",NA,"UNICEF,WFP","CRS,Food for the
Hungry,Mercy Corps",110868577,41.365,1,29,0.586206896551724,1209.882,709.241172413793,0,0,NA,0,0,2,3,1,39,41,18.2471376355859,557.0644183,-3,FALSE,1,1,0,FALSE,33.9177093505859,64.0927658081055
"303",283,2019,2,1,0,3,"Congo - Kinshasa",4,0,NA,48.263,2.88,NA,101308989.784006,23713727.2165536,NA,"na,na","na,na,na",NA,"UNICEF,WFP","Catholic Relief
Services
(CRS),FHI360,Mercy Corps",125022717.00056,51.143,1,29,0.586206896551724,1315.526,771.170413793103,0,0,NA,0,0,2,3,0.982211439103084,73,39,18.2790084986098,545.2162123,NA,NA,1,1,0,FALSE,33.9177093505859,64.0927658081055
"304",283,2019,2,1,0,3,"Congo - Kinshasa",4,0,NA,48.263,2.88,NA,101308989.784006,23713727.2165536,NA,"na,na","na,na,na",NA,"UNICEF,WFP","Catholic Relief
Services
(CRS),FHI360,Mercy Corps",125022717.00056,51.143,1,29,0.586206896551724,1315.526,771.170413793103,0,0,NA,0,0,2,3,0.982211439103084,37,73,18.2790084986098,545.2162123,NA,NA,1,1,0,FALSE,33.9177093505859,64.0927658081055
"305",283,2019,2,1,0,3,"Congo - Kinshasa",4,0,NA,48.263,2.88,NA,101308989.784006,23713727.2165536,NA,"na,na","na,na,na",NA,"UNICEF,WFP","Catholic Relief
Services
(CRS),FHI360,Mercy Corps",125022717.00056,51.143,1,29,0.586206896551724,1315.526,771.170413793103,0,0,NA,0,0,2,3,0.982211439103084,67,37,18.2790084986098,545.2162123,NA,NA,1,1,0,FALSE,33.9177093505859,64.0927658081055
"306",287,1991,2,1,0,0,"Burundi",1,0,45,NA,NA,31164.5411872705,NA,NA,"bulgur wheat",NA,NA,"WFP",NA,NA,31164.5411872705,0.045,NA,29,0.793103448275862,NA,NA,0,0,NA,1581,0,0,0,1.84405569155447,272,0,15.5319942452089,209.7778979,-6,FALSE,0,0,0,FALSE,132.696975708008,64.4561920166016
"307",287,1992,2,1,0,1,"Burundi",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,29,0.793103448275862,NA,NA,0,0,NA,1740.15,0,0,0,1.78962226049771,61,272,15.5534410645732,190.489014,-3,FALSE,0,0,0,FALSE,132.696975708008,64.4561920166016
"308",287,1994,2,1,0,0,"Burundi",1,0,48130,NA,NA,68273.3253458706,NA,NA,"bunt, corn soya blend, boss, cornmeal, vegetable oil",NA,NA,"World Food Program",NA,NA,68273.3253458706,48.13,NA,29,0.793103448275862,NA,NA,0,0,NA,1031.2,0,0,0,1.69403890481813,56,61,15.5902878088011,156.8123012,0,FALSE,0,0,0,FALSE,132.696975708008,64.4561920166016
"309",287,1995,2,1,0,1,"Burundi",2,0,NA,44.72,0,NA,41266647.2024377,0,NA,"beans, corn, cornmeal, csb, vegoil",NA,NA,"WFPAEFR",NA,41266647.2024377,44.72,1,29,0.793103448275862,1075.435,852.931206896552,0,0,NA,500.7,0,1,0,1.64781089357979,254,56,15.6051081921099,167.0989158,0,FALSE,0,0,0,FALSE,132.696975708008,64.4561920166016
"310",287,1996,2,1,0,2,"Burundi",3,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,29,0.793103448275862,824.79,654.143793103448,0,0,NA,469.945,0,0,0,1.60080061626733,531,254,15.6172386747094,143.4023001,-5,FALSE,0,0,0,FALSE,132.696975708008,64.4561920166016
"311",287,1997,2,1,0,3,"Burundi",4,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,29,0.793103448275862,781.36,619.699310344828,0,0,NA,732.08,0,0,0,1.56423558116597,396,531,15.6274206331526,158.9146699,-5,FALSE,0,0,0,FALSE,132.696975708008,64.4561920166016
"312",287,1997,2,1,0,3,"Burundi",4,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,29,0.793103448275862,781.36,619.699310344828,0,0,NA,732.08,0,0,0,1.56423558116597,131,396,15.6274206331526,158.9146699,-5,FALSE,0,0,0,FALSE,132.696975708008,64.4561920166016
"313",287,1997,2,1,0,3,"Burundi",4,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,29,0.793103448275862,781.36,619.699310344828,0,0,NA,732.08,0,0,0,1.56423558116597,112,131,15.6274206331526,158.9146699,-5,FALSE,0,0,0,FALSE,132.696975708008,64.4561920166016
"314",287,1998,2,1,0,4,"Burundi",5,0,NA,22,0,NA,21246349.5398497,0,NA,"beans, csb, lentils, peas, cornmeal (regular [r] & soy-fortified[s-f])",NA,NA,"WFP/IEFR*",NA,21246349.5398497,22,1,29,0.793103448275862,901.75,715.181034482759,0,0,NA,1015.77,0,1,0,1.54040539849701,273,112,15.6377284246767,144.493064,-1,FALSE,0,0,0,FALSE,132.696975708008,64.4561920166016
"315",287,1998,2,1,0,4,"Burundi",5,0,NA,22,0,NA,21246349.5398497,0,NA,"beans, csb, lentils, peas, cornmeal (regular [r] & soy-fortified[s-f])",NA,NA,"WFP/IEFR*",NA,21246349.5398497,22,1,29,0.793103448275862,901.75,715.181034482759,0,0,NA,1015.77,0,1,0,1.54040539849701,305,273,15.6377284246767,144.493064,-1,FALSE,0,0,0,FALSE,132.696975708008,64.4561920166016
"316",287,1998,2,1,0,4,"Burundi",5,0,NA,22,0,NA,21246349.5398497,0,NA,"beans, csb, lentils, peas, cornmeal (regular [r] & soy-fortified[s-f])",NA,NA,"WFP/IEFR*",NA,21246349.5398497,22,1,29,0.793103448275862,901.75,715.181034482759,0,0,NA,1015.77,0,1,0,1.54040539849701,43,305,15.6377284246767,144.493064,-1,FALSE,0,0,0,FALSE,132.696975708008,64.4561920166016
"317",287,1999,2,1,0,5,"Burundi",6,0,NA,0.52,4.24,NA,989271.950025012,2543196.15127564,NA,"veg. oil","csb, corn, peas",NA,"WFP/IEFR","WFP",3532468.10130065,4.76,1,29,0.793103448275862,669.386,530.892344827586,0,0,NA,1908.5,0,1,1,1.50734717358679,292,43,15.6508281151927,128.9390833,-1,FALSE,0,0,0,FALSE,132.696975708008,64.4561920166016
"318",287,1999,2,1,0,5,"Burundi",6,0,NA,0.52,4.24,NA,989271.950025012,2543196.15127564,NA,"veg. oil","csb, corn, peas",NA,"WFP/IEFR","WFP",3532468.10130065,4.76,1,29,0.793103448275862,669.386,530.892344827586,0,0,NA,1908.5,0,1,1,1.50734717358679,232,292,15.6508281151927,128.9390833,-1,FALSE,0,0,0,FALSE,132.696975708008,64.4561920166016
